country,country.code,year,sdg382,health.worker,sdi,total.aid.for.health_rmnch,total.aid.for.health.volatility_rmnch,total.health.spending,government.health.spending,prepaid.private.health.spending,out.of.pocket.health.spending,total.aid.for.health,the_total,ghes_total,ppp_total,oop_total,dah_total,ghes_per_the,ppp_per_the,oop_per_the,dah_per_the,total.aid.for.health.volatility,total.aid,total.aid.volatility,gini.index,people.at.poverty,gdp.per.capita,gdp,vae,pve,gee,rqe,rle,cce,institutional.index,income.group_wb,region_un,country.id_gbd
Malawi,MWI,2010,1.64,22.632,0.317,1.0301865941085016,0.4497548701179974,7.755486265758273,1.814016722171824,0.4759851421815581,0.9165027710513304,4.549000791624933,404748,94671,24841,47831,237406,23.4,6.1,11.8,58.7,1.0354585652982125,20.96779603826075,NA,45.5,50.7,354.58,5218.86038,-0.19096817076206207,0.04389576613903046,-0.471515417098999,-0.637416422367096,-0.1376190334558487,-0.48874643445014954,-0.3311431143563006,Low income,Sub-Saharan Africa,182
Malawi,MWI,2013,6.62,29.284,0.342,3.234906426197563,0.8908466426771999,10.480723779498586,2.3487626508579176,0.4370108176913093,1.0030516708183173,6.6918986401310425,614726,137762,25632,58832,392500,22.4,4.2,9.6,63.9,0.6720198825307886,20.503124962197163,NA,NA,NA,366.01,5865.301032,-0.17875400185585022,-0.2058098018169403,-0.5118355751037598,-0.679982602596283,-0.16249717772006989,-0.6195728182792664,-0.4143768394489826,Low income,Sub-Saharan Africa,182
Malawi,MWI,2019,2.91,34.407,0.384,2.178592235826582,0.5447498093281378,10.80635403672784,2.6663391614991068,0.5800779496324684,1.3790275009637258,6.1809227981875745,808039,199374,43375,103116,462175,24.7,5.4,12.8,57.2,0.8948837671793559,17.719826685499118,NA,38.5,50.7,396.32,7477.443338,-0.10522248595952988,-0.2801753878593445,-0.7769791483879089,-0.7340086102485657,-0.3388259708881378,-0.7734381556510925,-0.5361298847717246,Low income,Sub-Saharan Africa,182
Mali,MLI,1994,7.02,14.172,0.139,0.2781722588913784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.286208353111954,4.611794186971051,50.4,NA,500.64,4862.095183,NA,NA,NA,NA,NA,NA,NA,Low income,Sub-Saharan Africa,211
Mali,MLI,2006,3.38,18.071,0.193,0.29171173698434,NA,6.504792323592107,1.4191064472473376,0.121737712173467,3.846044168565157,1.1179148669860497,598341,130536,11198,353777,102831,21.8,1.9,59.099999999999994,17.2,NA,37.10075820096363,4.571673161748466,38.9,41.7,675.19,9198.464305,0.2974090278148651,0.4141969084739685,-0.7658749222755432,-0.4587613046169281,-0.2874343991279602,-0.47920623421669006,-0.2363614898978486,Low income,Sub-Saharan Africa,211
Mali,MLI,2009,4.41,18.12,0.209,0.7348943499503483,NA,6.038994296801807,0.9428320572108136,0.11436239086805272,3.522065090503743,1.4597251921471883,631293,98560,11955,368183,152594,15.6,1.9,58.3,24.2,NA,10.54133305035974,4.653704576079854,33,41.1,695.39,10453.611462,0.06961476057767868,-0.07557762414216995,-0.802453339099884,-0.4086702764034271,-0.36310139298439026,-0.6808934211730957,-0.4050150814712508,Low income,Sub-Saharan Africa,211
Mali,MLI,2011,2.56,18.342,0.22,1.067707764527365,NA,5.253445711946141,0.803742229099052,0.10955881011359164,2.5336607917473355,1.8064750803748584,596941,91328,12449,287896,205267,15.3,2.1,48.2,34.4,NA,11.894290194619847,4.565323871666135,NA,45.4,708.42,11362.847029,0.16789978742599487,-0.7083797454833984,-0.8021097779273987,-0.4046899676322937,-0.5002182126045227,-0.6480090618133545,-0.5105033768483065,Low income,Sub-Saharan Africa,211
Mali,MLI,2014,3.46,19.079,0.235,1.0105582058066247,NA,4.5753131534171,1.0177768837937948,0.107947997195349,1.7963084690902422,1.653287905108743,564730,125624,13324,221718,204065,22.2,2.4,39.2,36.2,NA,10.78126976191585,4.5593377636142645,NA,46.9,703.23,12342.980274,-0.1611092984676361,-1.7139887809753418,-1.0884201526641846,-0.6338414549827576,-0.6350852251052856,-0.750901997089386,-0.8716811041914919,Low income,Sub-Saharan Africa,211
Mali,MLI,2015,2.13,19.606,0.241,1.0286487918768552,NA,4.252277918147872,1.1378762425595252,0.10148980676816496,1.6845094987879086,1.328402370032273,557251,149116,13300,220751,174084,26.8,2.4,39.6,31.3,NA,11.249038612432935,4.66501598986562,NA,47.2,723.5,13104.764334,-0.19771526753902435,-1.6856639385223389,-0.9293195605278016,-0.6135011911392212,-0.7314965128898621,-0.6806338429450989,-0.8449918838605811,Low income,Sub-Saharan Africa,211
Mali,MLI,2016,1.95,20.125,0.247,1.0648735205061848,NA,4.478782362375396,1.308376578913249,0.09582102706929654,1.6325475046770264,1.442037251715824,621283,181494,13292,226462,200035,29.2,2.1,36.4,32.2,NA,10.524885878771558,4.564509118783848,NA,46.8,741.8,13871.694352,-0.18231913447380063,-1.6172325611114502,-0.9960037469863892,-0.6287530064582825,-0.7848208546638489,-0.655201256275177,-0.8519706142703405,Low income,Sub-Saharan Africa,211
Mali,MLI,2017,1.51,20.504,0.253,0.8972558282239202,NA,4.5249575021952655,1.3966721955784207,0.08851525817846681,1.581992888088032,1.457777160350346,660990,204021,12930,231092,212947,30.9,2,34.9,32.2,NA,10.994580850543436,4.61037611328744,NA,44.9,756.43,14607.651004,-0.21193401515483856,-1.9069008827209473,-0.9387332201004028,-0.6006463170051575,-0.7782402038574219,-0.6436131000518799,-0.8848683311198051,Low income,Sub-Saharan Africa,211
Mali,MLI,2018,2.06,20.977,0.259,0.9361936595981646,NA,4.2415525985131195,1.361276963315407,0.07982484351038403,1.4803868186434526,1.3200705085640585,649000,208289,12214,226514,201984,32.1,1.9,34.9,31.1,NA,11.608652369157078,4.56729725574718,36.1,43.8,767.57,15301.00087,-0.3341906666755676,-2.0887231826782227,-1.0003201961517334,-0.5852904319763184,-0.7990251183509827,-0.6906903982162476,-0.9569490786874152,Low income,Sub-Saharan Africa,211
Mali,MLI,2019,1.8,21.438,0.263,1.038652999699875,NA,4.5288522445903405,1.5289847083933268,0.08103568420260132,1.501933301302521,1.4168985506918923,725918,245077,12989,240741,227111,33.800000000000004,1.7999999999999998,33.1,31.3,NA,12.946868317108498,4.558319481644478,NA,42.3,779.33,16028.741076,-0.4435100853443146,-2.201103925704956,-1.0689998865127563,-0.6081915497779846,-0.84636688232421875,-0.6918932199478149,-1.0203720433507988,Low income,Sub-Saharan Africa,211
Mali,MLI,2021,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.248824865221094,4.634557997444251,NA,44.6,744.76,16313.964444,-0.7774897813796997,-2.3524365425109863,-1.2231879234313965,-0.6216479539871216,-0.902032434940338,-0.8670070171356201,-1.1770863428748892,Low income,Sub-Saharan Africa,211
Mauritania,MRT,2004,10.54,20.598,0.384,0.1634817548562379,NA,4.675166750257195,0.9334448844499368,0.1575445391653774,3.0515986630038148,0.5325786636380659,179535,35846,6050,117187,20452,20,3.4000000000000004,65.2,11.4,NA,9.782864871677518,6.599915367269583,40.2,NA,1303.27,3840.183882,-1.1314207315444946,-0.1663401424884796,-0.5914482474327087,-0.14992539584636688,-0.7579366564750671,-0.3650955259799957,-0.5546367604601601,Lower middle income,Sub-Saharan Africa,212
Mauritania,MRT,2014,11.66,24.396,0.459,0.4007366565682778,NA,4.26108214971509,1.525010420806289,0.20687867563841633,2.070034145772253,0.459158907498132,249368,89247,12107,121143,26871,35.8,4.8,48.6,10.8,NA,5.5865957060563165,4.72788767650501,32.6,34.3,1522.76,5852.222305,-0.8956955075263977,-0.5895083546638489,-0.9914637804031372,-0.8326439261436462,-0.8730806708335876,-0.932531476020813,-0.9122752339626043,Lower middle income,Sub-Saharan Africa,212
Mongolia,MNG,2002,1.28,91.162,0.528,0.00354716298219312,NA,5.359860448641272,3.8026801950953537,0.21423892586971915,1.2728970065963172,0.0700443210798821,220610,156517,8818,52392,2883,70.89999999999999,4,23.799999999999997,1.3,NA,6.561279691582711,0.9635439320908924,32.9,NA,1649.94,4115.965371,0.37830138206481934,1.170978546142578,-0.1151166558265686,-0.10322991013526917,0.24092301726341248,0.02588062547147274,0.2839731611740224,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2009,1.84,109.753,0.563,0.04039040811705058,NA,4.702701615475167,3.1273418573516323,0.11242690919179026,1.1931231381557317,0.26980971077601196,316227,210294,7560,80230,18143,66.5,2.4,25.4,5.7,NA,5.376266694578838,0.8332304109527792,NA,NA,2521.59,6724.368796,0.12562963366508484,0.6099874377250671,-0.6689866781234741,-0.30616286396980286,-0.26337549090385437,-0.76149749755859375,-0.2358299985930964,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2010,1.33,112.211,0.566,0.06929156477403935,NA,4.622024201135148,2.7338290610425764,0.10108515200086853,1.2325957123646707,0.5545142757270327,330585,195534,7230,88160,39661,59.099999999999994,2.1999999999999997,26.700000000000003,12,NA,4.657886360869896,1.284140300496672,33.1,38.8,2646.56,7152.385743,0.08849362283945084,0.5970422625541687,-0.565998375415802,-0.2580411732196808,-0.36484119296073914,-0.7331349849700928,-0.23018113827144276,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2011,1.75,113.519,0.57,0.07671870107441334,NA,4.662842495226579,2.7785615826043273,0.09984397765681884,1.3275339187780089,0.45691493643308545,391170,233096,8376,111368,38331,59.599999999999994,2.1,28.499999999999996,9.8,NA,4.376875801818379,1.1587533277850772,33.9,33.7,3057.32,8389.088853,0.05206023156642914,0.6065388917922974,-0.5805426836013794,-0.23806150257587433,-0.2622692584991455,-0.696974515914917,-0.20755488898052385,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2012,2.16,115.62,0.575,0.05277731192045102,NA,4.510650691683494,2.664803209200428,0.09758443255752004,1.427534486976028,0.32072856294951746,425021,251094,9195,134511,30221,59.099999999999994,2.1999999999999997,31.6,7.1,NA,5.369001025649743,0.9873103337619046,33.8,27.4,3374.44,9422.609487,0.0654749944806099,0.47113481163978577,-0.6329121589660645,-0.21640706062316897,-0.3672126531600952,-0.5350958108901978,-0.22291585317881407,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2014,3.04,120.131,0.584,0.03621213612151977,NA,4.471749463333191,2.5435016739251997,0.11049547423357164,1.579633290643959,0.23811902453046063,507534,288682,12541,179285,27026,56.89999999999999,2.5,35.3,5.3,NA,3.327551690757755,1.0554155319267418,32,21.6,3909.91,11349.786122,0.24146221578121185,0.791901171207428,-0.4294260442256927,-0.2776156961917877,-0.3309597373008728,-0.4718931317329407,-0.09482600297862052,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2016,4.49,123.15,0.592,0.02999235881698079,NA,5.211649322166966,3.005612543793179,0.15040273348509706,1.672101562759191,0.38352400252565,614610,354452,17737,197191,45229,57.7,2.9000000000000004,32.1,7.4,NA,3.4907985168748885,1.1363495263377943,32.3,29.6,3892.65,11793.00375,0.33278459310531616,0.7977928519248962,-0.07683712989091873,-0.08320751786231995,-0.2091604769229889,-0.48089176416397095,0.04539674062848595,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2018,7.18,126.533,0.601,0.8373042794988569,NA,5.197026106663475,2.3419159611644274,0.13849776271384623,1.397732235517489,1.318887597389429,697576,314346,18590,187612,177029,45.1,2.7,26.9,25.4,NA,3.2429634820715507,2.8186145222951344,32.7,28.4,4242.3,13422.599496,0.23652252554893496,0.8336845636367798,-0.22021262347698212,0.0409679040312767,-0.25923290848731995,-0.4239402711391449,0.0317943204398753,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2020,14.71,NA,NA,0.03101594656693064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13895466713574,2.465790991695473,NA,27.8,4106.6,13528.524725,0.379003643989563,0.7217196822166443,-0.36831581592559814,-0.06089560687541962,-0.24289509654045105,-0.4701102375984192,-0.01412686260959647,Lower middle income,Eastern and South-eastern Asia,38
Mongolia,MNG,2021,14.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9307003936899507,2.905490917306333,NA,NA,4107.18,13749.955501,0.31887009739875793,0.6543015837669373,-0.46717989444732666,-0.208566814661026,-0.22534237802028656,-0.5286458134651184,-0.08878098877933427,Lower middle income,Eastern and South-eastern Asia,38
Morocco,MAR,1998,4.15,15.897,0.398,0.06095807494512734,NA,3.9138136488522406,1.1048145547705457,0.29405172369909266,2.3725075191647087,0.14244197979094128,1838703,519040,138145,1114600,66919,28.299999999999997,7.5,60.6,3.7,NA,2.587833968688037,0.5958341753825878,39.4,16.3,1675.67,46979.830032,-0.2433978170156479,0.3076983690261841,0.02391377836465835,0.02458244748413562,0.129340261220932,0.10334575921297072,0.07966976986072931,Lower middle income,Northern Africa and Western Asia,148
Morocco,MAR,2000,11.5,17.28,0.409,0.04965057161779374,NA,5.350651323888132,1.2842779801267952,1.2274739573066706,2.693563656466704,0.14533572998796282,2589513,621542,594051,1303583,70337,24,22.9,50.4,2.7,NA,2.2364556451052993,0.4558021275532972,40.6,15.3,1678.98,48396.220259,-0.4491438865661621,-0.06556490063667297,0.02606559917330742,-0.0217283759266138,0.09820222109556198,-0.23357343673706055,-0.09351558342728612,Lower middle income,Northern Africa and Western Asia,148
Morocco,MAR,2006,22,22.316,0.445,0.01188294076844435,NA,5.955903020036441,2.1016296452164367,0.23827921594383447,3.463826542735039,0.1521676161411309,3936038,1388890,157470,2289116,100562,35.3,4,58.2,2.6,NA,2.388042866743388,0.2903180484118969,40.7,8.9,2119.06,66086.334629,-0.7124670743942261,-0.4613434672355652,-0.2545430362224579,-0.2127123773097992,-0.31818339228630066,-0.4761064648628235,-0.41594517602087233,Lower middle income,Northern Africa and Western Asia,148
Morocco,MAR,2013,13.4,27.564,0.499,0.01162830181659995,NA,7.095024778824786,2.9148977821812196,0.2618291708667882,3.6643517345180503,0.25394609125872747,6306525,2590953,232731,3257117,225724,41.099999999999994,3.7,51.6,3.5999999999999996,NA,2.945258945215719,0.31827547849967297,39.5,4.8,2594,88886.581747,-0.6985801458358765,-0.49301761388778687,-0.0779731273651123,-0.0910557433962822,-0.34456413984298706,-0.423098087310791,-0.35827818507617115,Lower middle income,Northern Africa and Western Asia,148
Morocco,MAR,2019,8.2,32.288,0.548,0.00764235400677702,NA,5.598437563180837,2.2969285015325145,0.5152968387341997,2.7025296596119786,0.0836825633021439,6922636,2840221,637180,3341759,103476,41,9.2,48.3,1.5,NA,1.4745376173647222,0.979143226436398,NA,NA,3355.63,123653,-0.628879964351654,-0.33989331126213074,-0.20104092359542847,-0.14104123413562775,-0.2474762946367264,-0.339404433965683,-0.3194929953228548,Lower middle income,Northern Africa and Western Asia,148
Mozambique,MOZ,2002,0.83,15.093,0.179,0.7048140149473988,0.17645108852258487,4.607827792964885,1.1428845736064204,0.01955253154051906,0.6409163418729826,2.8044743459449633,294580,73065,1250,40974,179291,24.8,0.4,13.900000000000002,60.9,0.5172161067518619,58.90598998224795,9.458781683504863,47,54.1,341.97,6393.034055,-0.2189864367246628,0.18849223852157593,-0.4355772137641907,-0.4148535430431366,-0.7321861386299133,-0.49913325905799866,-0.3802193298887967,Low income,Sub-Saharan Africa,184
Mozambique,MOZ,2008,1.19,15.928,0.223,0.8382630655634468,0.17341567291551907,6.71376529774757,1.0832874829620804,0.04214428001008585,0.40201010567793527,5.186323429097469,669556,108035,4203,40092,517226,16.1,0.6,6,77.3,0.7022265674393511,20.842116264040932,25.37943515490655,45.6,54.7,456.52,9972.883625,-0.07274244725704193,0.3830964863300323,-0.5595301389694214,-0.5127907395362854,-0.616658091545105,-0.4871827065944672,-0.3404670789170024,Low income,Sub-Saharan Africa,184
Mozambique,MOZ,2014,1.61,18.892,0.268,1.2610111507634794,0.3188075969089793,7.017422143694612,1.600778693199868,0.5198211900773961,0.5355911892409299,4.361231071176418,1048831,239254,77693,80050,651834,22.8,7.4,7.6,62.2,0.47579001134911086,15.218417181759516,3.110547504950755,54,46.1,574,14946.100983,-0.24670876562595367,-0.33600273728370667,-0.7449485659599304,-0.43586888909339905,-0.80894935131073,-0.669381856918335,-0.5788992173704821,Low income,Sub-Saharan Africa,184
Mozambique,MOZ,2019,3.58,23.126,0.307,1.1652869046571273,0.29903479226837626,4.999485636516554,1.4708811145008074,0.43064651940377674,0.6479578353045294,2.449994667843543,909086,267459,78307,117822,445497,29.4,8.6,13,49.1,0.4596180087911991,12.086061817759484,2.2892718782767933,NA,NA,600.4,18183.590595,-0.544109582901001,-0.7492420077323914,-0.8738961219787598,-0.7623432874679565,-1.0556820631027222,-0.8526947498321533,-0.8629865397285539,Low income,Sub-Saharan Africa,184
Myanmar,MMR,2015,13.82,52.174,0.49,0.09075854227711792,NA,4.441829553887019,0.9047192299699288,7.930804652048963e-6,3.321490779359044,0.21561002759246392,2800365,570383,5,2094044,135932,20.4,0,74.7,4.9,NA,2.166616522893256,3.7826713861073262,38.1,32.1,1224.56,63045.305229,-1.2189764976501465,-1.1650667190551758,-1.25729238986969,-1.2364826202392578,-1.2522200345993042,-0.8313220143318176,-1.239245957168774,Lower middle income,Eastern and South-eastern Asia,15
Myanmar,MMR,2017,12.71,55.707,0.506,0.09555074354840314,NA,4.386089677610644,0.7472755478882849,2.307398847016752e-5,3.37504043729204,0.26375061844184844,3231497,550563,17,2486596,194321,17.1,0,76.8,6,NA,2.369698615886205,2.0699148165383496,30.7,24.8,1409.03,73676.035775,-0.864633321762085,-1.084839105606079,-1.0657039880752563,-0.8353273868560791,-0.945896863937378,-0.5716138482093811,-0.948437259184606,Lower middle income,Eastern and South-eastern Asia,15
Nepal,NPL,2003,9.97,32.323,0.291,0.11083253843700248,NA,3.882551807616852,0.7599847979613834,0.29604717771455535,2.279101153303709,0.5474186786372045,568795,111338,43371,333889,80197,19.6,7.6,58.5,14.2,NA,4.463676902143809,0.6755900682116371,43.8,30.9,570.42,14650.029882,-0.9200034141540528,-1.8918523788452148,-0.7951506972312927,-0.4142708480358124,-0.6106308102607727,-0.5888429284095764,-0.9001471793059903,Lower middle income,Central and Southern Asia,164
Nepal,NPL,2013,10.31,47.772,0.373,0.33624788963160895,NA,5.231260262166206,0.903823721311258,0.5064328589482033,3.093405473728885,0.7275982081778591,1156143,199751,111925,683663,160804,17.299999999999997,9.7,59,14.000000000000002,NA,4.795422582715968,0.6591123436062171,NA,NA,807.14,22100.659154,-0.5285748243331909,-1.1291460990905762,-0.9299217462539672,-0.8581539392471313,-0.7189283967018127,-0.6889074444770813,-0.8553609753625506,Lower middle income,Central and Southern Asia,164
Nepal,NPL,2014,10.2,50.351,0.382,0.37369975778902553,NA,5.511532570733214,0.9620629342090972,0.522125422538193,3.2210780767480447,0.8062704054094032,1291310,225404,122330,754674,188903,17.5,9.5,58.3,14.7,NA,4.513932840414797,0.6523559898579795,NA,NA,853.15,23429.236486,-0.43044567108154297,-0.7245995402336121,-0.8604753017425537,-0.8477877378463745,-0.6490845084190369,-0.5885905027389526,-0.7255804711817749,Lower middle income,Central and Southern Asia,164
Nepal,NPL,2015,9.84,52.346,0.391,0.534366788127204,NA,5.448619298369263,1.013509599479309,0.5338906131992391,3.2985786647884097,0.6026404209023059,1327327,246899,130060,803560,146808,18.7,9.8,60.4,11.1,NA,6.317856104587767,0.6542628952672948,NA,NA,882.31,24360.795411,-0.41543084383010864,-0.9983345866203308,-1.0682613849639893,-0.8100005984306335,-0.681917130947113,-0.5766700506210327,-0.8036944072424712,Lower middle income,Central and Southern Asia,164
Nepal,NPL,2016,10.66,53.275,0.399,0.3964840566834752,NA,5.367487983322647,1.0679462885279642,0.5203728071822413,3.2972326153413016,0.48194035952495856,1313226,261287,127316,806711,117913,20,9.7,61.3,9,NA,5.731883010275469,1.0094969096972466,NA,NA,878.15,24466.305357,-0.2513826787471771,-0.8468120098114014,-0.8332846760749817,-0.7740831971168518,-0.8009431958198547,-0.7952873706817627,-0.7638333494957164,Lower middle income,Central and Southern Asia,164
Nicaragua,NIC,1993,9.27,24.302,0.36,0.1248365452627783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.633347450751227,15.87650765632437,57.4,NA,1157.15,5238.049472,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Latin America and the Caribbean,131
Nicaragua,NIC,1998,12.35,26.531,0.402,0.33515431649674754,NA,6.332700650102761,2.445582956227289,0.18882854623611692,2.7950214912784324,0.903267656360924,416292,160765,12413,183736,59378,38.6,3,44.1,14.3,NA,14.205723807068027,7.204570139242823,54.4,47.9,1321.46,6573.688273,0.10339824110269548,-0.4921623766422272,-0.6623641848564148,-0.2361528128385544,-0.6050910353660583,-0.959317147731781,-0.5073537629957208,Lower middle income,Latin America and the Caribbean,131
Nicaragua,NIC,2001,15.95,28.397,0.426,0.34984230531237953,NA,5.8457503584921975,2.43968068834675,0.20369456845848904,2.4220984075385243,0.7802899537870527,440868,183993,15362,182667,58847,41.7,3.5000000000000004,41.4,13.4,NA,19.960662187238356,4.908726820944336,52.9,45.8,1452.34,7541.683667,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Latin America and the Caribbean,131
Nicaragua,NIC,2009,16.18,44.405,0.466,0.5507724420779687,NA,7.914129341891823,3.653394559571464,0.1675999345397386,3.01946812053895,1.0736667272416698,741218,342168,15697,282796,100557,46.2,2.1,38.2,13.6,NA,7.575256517630995,7.271707631720567,43.9,42.5,1623,9365.755448,-0.43928593397140503,-0.30579379200935364,-0.9665547609329224,-0.4353564381599426,-0.7869136333465576,-0.7271063923835754,-0.65508196393818,Lower middle income,Latin America and the Caribbean,131
Nicaragua,NIC,2014,24.73,57.402,0.489,0.25234625964604523,NA,7.757197460614493,4.19572993662143,0.1718507683126165,2.860370606059178,0.5292461496212688,944311,510761,20920,348203,64427,54.1,2.1999999999999997,36.9,6.800000000000001,NA,4.043832586866717,1.550800864510511,46.2,29.6,1960.7,12173.352616,-0.39571571350097656,-0.04078012332320213,-0.8404026031494141,-0.4088920652866363,-0.714282214641571,-0.887117862701416,-0.5919532881588478,Lower middle income,Latin America and the Caribbean,131
Niger,NER,2005,3.74,12.93,0.101,0.12870004577817246,0.11329857257804192,6.369250829815683,1.792945706408914,0.3596603027114804,3.3848522651540742,0.831792555541214,356767,100430,20146,189599,46592,28.1,5.6000000000000005,53.2,13.1,NA,12.479744763597402,4.079050855460666,44.4,NA,404.28,5601.396609,-0.2835603952407837,-0.48601070046424866,-0.7922763228416443,-0.4122615754604339,-0.7213908433914185,-0.7245509624481201,-0.6077755965145055,Low income,Sub-Saharan Africa,213
Niger,NER,2011,6.63,14.363,0.123,1.0224659072577225,0.31922576741222924,6.136642475279629,1.4863251737851646,0.22464188848996133,3.1986038962766883,1.2270849010157376,458496,111050,16784,238982,91681,24.2,3.7,52.1,20,NA,9.169174127014884,4.212854376123713,31.5,NA,432.3,7471.447161,-0.24672935903072357,-0.8780044913291931,-0.6545977592468262,-0.567633330821991,-0.4076976478099823,-0.6528575420379639,-0.5947146702665342,Low income,Sub-Saharan Africa,213
Niger,NER,2018,6.52,15.694,0.158,0.8378328819079373,0.13126659652947142,6.696763984454137,2.100806591984133,0.24986902429714863,3.075558642398195,1.2705297257746586,771952,242165,28803,354527,146457,31.4,3.7,45.9,19,NA,12.517394502260135,4.112735413695076,37.3,40.8,510.57,11527.239153,-0.6042131781578064,-1.364557862281799,-0.8029541373252869,-0.6665443181991577,-0.5888097286224365,-0.5705490708351135,-0.8005028473697524,Low income,Sub-Saharan Africa,213
Nigeria,NGA,2003,22.53,28.899,0.371,0.03242744242506557,NA,3.0939971817356096,0.7274954797416024,0.12995679227184367,2.155751551318727,0.08079378284084446,7289643,1714023,306186,5079080,190355,23.5,4.2,69.69999999999999,2.6,0.03609641489264507,0.20347529349846777,0.4155136431526062,40.1,NA,1769.88,235606,-0.6622274518013,-1.63558828830719,-0.9219694137573242,-1.2301599979400637,-1.512510061264038,-1.4176537990570068,-1.3158557069473422,Lower middle income,Sub-Saharan Africa,214
Nigeria,NGA,2009,24.77,34.974,0.432,0.07769016528809954,NA,3.1093720171866033,0.5110593273712055,0.09704720717694644,2.2154010440721614,0.2858644385662902,11108387,1825785,346706,7914631,1021265,16.400000000000002,3.1,71.3,9.2,0.03964454953078736,0.5248435991098795,0.7306986574621966,NA,NA,2281.39,357255,-0.8488632440567017,-1.994553804397583,-1.2048169374465942,-0.7601882815361023,-1.156107783317566,-1.0418858528137207,-1.2343846498350597,Lower middle income,Sub-Saharan Africa,214
Nigeria,NGA,2010,18.87,34.401,0.442,0.04520028197047603,NA,2.948230168767623,0.4860530871620501,0.0900680564770277,2.161819694393764,0.2102890715707414,11375923,1875465,347533,8341511,811413,16.5,3.1,73.3,7.1,0.05495407916127052,0.5989255058882069,0.3535520519263845,35.7,NA,2397.32,385856,-0.7770814299583435,-2.21112322807312,-1.1694369316101074,-0.7434771060943604,-1.1588362455368042,-1.051508545875549,-1.249962537938865,Lower middle income,Sub-Saharan Africa,214
Nigeria,NGA,2012,16.88,33.961,0.46,0.06472321586683194,NA,2.8998479428605157,0.4576249335930583,0.07564677409834131,2.122111799775692,0.2444641992798536,12281581,1938156,320383,8987674,1035367,15.8,2.6,73.2,8.4,0.03497305190842394,0.5055238769848297,0.23011443846822785,35.5,NA,2490.21,423525,-0.7002198696136475,-2.0420737266540527,-1.0028103590011597,-0.723069429397583,-1.1388287544250488,-1.1759332418441772,-1.1936742077384073,Lower middle income,Sub-Saharan Africa,214
Nigeria,NGA,2015,18.53,34.416,0.487,0.14039028288511585,NA,2.924131944092311,0.4250815878237906,0.0504929750297651,2.181919448630602,0.2666379326081533,14416760,2095767,248944,10757452,1314597,14.499999999999998,1.7000000000000002,74.6,9.1,0.05028503502433445,0.5710681159449685,0.173616861128456,35.9,NA,2679.55,493027,-0.3726137578487396,-1.925442814826965,-0.9718499183654784,-0.866751492023468,-0.9674665331840516,-1.0702208280563354,-1.0866695693999768,Lower middle income,Sub-Saharan Africa,214
Nigeria,NGA,2018,15.79,35.66,0.51,0.0964726726943652,NA,2.86996604904829,0.451925893821007,0.02492164393237098,2.1926632234141175,0.2004554885365374,14302935,2252245,124201,10927488,999002,15.7,0.8999999999999999,76.4,7.000000000000001,0.03591001023812839,0.7530008066360867,0.1112816145045246,35.1,40.1,2512.08,498366,-0.4305031895637512,-2.101823091506958,-1.0974880456924438,-0.864204466342926,-0.9032425880432128,-1.0647181272506714,-1.1351349197968077,Lower middle income,Sub-Saharan Africa,214
Pakistan,PAK,2001,5.96,21.779,0.313,0.02827336611863356,0.0335415431940382,2.3138917821403613,0.7636505069416062,0.06972259944361675,1.3743938455047662,0.10612548947222698,3510035,1158412,105765,2084873,160986,33,3,59.4,4.6,0.03575808644551145,1.9962753965219455,0.4002884018059832,28.7,64.3,952.75,151694,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,165
Pakistan,PAK,2004,3.37,24.062,0.333,0.02390896345875542,0.03179524360945135,2.13728631512301,0.5652089363241679,0.06492063133140376,1.374092687228654,0.13306462554269174,3780774,999832,114842,2430715,235386,26.4,3,64.3,6.2,0.05493893427169412,1.0955194012301015,0.5102114490326626,30.9,51.7,1036.61,176896,-1.142131209373474,-1.5828779935836792,-0.5403355956077576,-1.04911208152771,-0.9944493770599364,-1.178812026977539,-1.1407607233526966,Lower middle income,Central and Southern Asia,165
